RowID,EntryID,Markup,Folio,Date,Left column,Main column,Pounds,Shillings,Pence
2808,V2808,tr,68v,1643-06-22,15,p[ai]d Coll[onel] Goodewine for his officers & 79 troop[er]s for 14 dayes end[ing] 5 July,207,18,-
2809,V2809,tr,68v,1643-06-22,,more for the pay of 15 troop[er]s from [th]e 1 June to the 15 Julie,65,12,6
2810,V2810,tr,68v,1643-06-22,81,p[ai]d Capt[ain] Bushell for pay of 28 sold[ier]s for 18 dayes ended 15 June,16,16,-
2811,V2811,tr,68v,1643-06-22,18,p[ai]d C[aptain] James sheffeild for 14 dayes pay for his officers & 62 troop[er]s end[ing] 7 July,176,8,-
2812,V2812,tr,68v,1643-06-22,174,p[ai]d major Baynes for 14 dayes pay of [th]e officers & 75 drago[ons] in Coll[onel] melves Regi[men]t end[ing] 23 June,113,8,-
2813,V2813,tr,68v,1643-06-22,181,p[ai]d C[aptain] Georg ulricke for 14 days pay for himself officers & 15 troop[er]s end[ing] 11 June,84,0,0
2814,V2814,tr,68v,1643-06-22,128,p[ai]d Coll[onel] dulbier for pay of himself as Capt[ain] & 17 troup[er]s for 14 days end[ing] 3 pres[en]t,93,16,0
2815,V2815,tr,68v,1643-06-22,111,p[ai]d [th]e lord Rochfort for paym[en]t of himself as Coll[onel] & Captaine form [th]e 2 to [th]e 15 June & for pay of his leifft[enant] Coll[onel] the same,52,10,-
2816,V2816,tr,68v,1643-06-22,184,p[ai]d Ca[ptain] Fra[ncis] Hudson for 14 days pay for [th]e officers & 76 soldiers of his compa[ny] end[ing] [th]e 15 June,56,9,4
2817,V2817,close table,68v,1643-06-22,,,473850,12,
2818,V2818,pb,69r,1643-06-22,,69r,,,
2819,V2819,table (single row),69r,1643-06-22,,,473850,12,
2820,V2820,head,69r,1643-06-22,,22 June 1643,,,
2821,V2821,open table,69r,1643-06-22,185,p[ai]d Capt[ain] Fra[ncis] Squire of Coll[onel] Holborn reg[imen]t for pay for severall officers & 18 sold[ier]s for 14 dayes to end [th]e 15 June,10,17,-
2822,V2822,tr,69r,1643-06-22,186,p[ai]d liefft[enant] Coll[onel] mackany for 11 dayes pay of 15 sold[ier]s of his compa[ny] to end [th]e 15 June,5,10,-
2823,V2823,tr,69r,1643-06-22,122,p[ai]d llewellin price surgeon to S[i]r James Ramsey for pay of himself mat[es] & bidett[es] for a mo[nths] pay ending [th]e 18 June,16,16,-
2824,V2824,tr,69r,1643-01-17,135,p[ai]d Capt[ain] scaltike C[aptain] Gauler Cap[tain] Smith and Capt[ain] Howson by order of his Exc[ellency] signified under m[aste]r Chambers his hand the 17 Janu[ary] w[hi]ch is charged by [th]e Auditor to ther accompt,120,0,0
2825,V2825,tr,69r,1643-01-07,152,p[ai]d [th]e 7 Janu[ary] by the like order to Capt[ain] Haynes C[aptain] Rainsborrough C[aptain] [^Henry^] wythers & Capt[ain] Jo[hn] withers w[hi]ch is likewise entred by the auditor Broad,200,0,0
2826,V2826,tr,69r,1643-04-10,152,p[ai]d [th]e 10 Aprill by the same order to major John meldrom to be defalked in his accompt entred by [th]e Aud[itor],100,-,-
2827,V2827,tr,69r,1642-11-11,33,p[ai]d S[i]r w[illia]m Balfour for [th]e guift monye of his Regiment mustred in Chelsey feild order to the order then given 11 [Novem]bre 1642,100,0,0
2828,V2828,close table,69r,1643-06-22,9,p[ai]d miles dodson quarterm[aste]r to my lord Rochford[es] reg[imen]t for 14 pay end[ing] 15 present,3,10,0
2829,V2829,head,69r,1643-06-26,,26 [June 1643],,,
2830,V2830,open table,69r,1643-06-26,109,p[ai]d Capt[ain] Francis vernon deputy thr[easur]er of [th]e Armye for his pay & entertainm[en]t from [th]e 29 Aprill inclu[sive] to the 29 may inclu[sive] at 6s.8d p[er] diem 30 dayes,10,0,0
2831,V2831,tr,69r,1643-06-26,,more for 3 clark[es] allowed him for [th]e same time at 2s p[er] diem each,9,-,-
2832,V2832,tr,69r,1643-06-26,,more p[ai]d him from [th]e 29 may inclusive to [th]e 28 June inclusive,10,-,-
2833,V2833,tr,69r,1643-06-26,,more for 3 clark[es] [th]e same time,9,-,-
2834,V2834,tr,69r,1642-11-12,132,p[ai]d [th]e 12 november 1642 to Comissary Fastaff in part of a warr[an]t of 150l w[hi]ch he hath in his hand[es] for and toward[es] payment of the drawght horses as by his acquittance appear[es],40,0,0
2835,V2835,close table,69r,1643-06-26,,delivered m[aste]r Broad the warr[antes] of this month being 106 R[e]t[urn[ed] [th]e 10 [Octo]bre 1643. No 16,474485,5,3
2836,V2836,head,69r,1643-06-26,,No = 16,,,
2837,V2837,pb,69v,1643-06-26,,69v,,,
2838,V2838,table (single row),69v,1643-06-26,,Sommeth [th]e payment[es] on the oth[er] side,474485,5,
2839,V2839,head,69v,1643-07-05,,Julie 5 1643,,,
2840,V2840,table (single row),69v,1643-07-05,56,p[ai]d Capt[ain] Edward Clarke for 14  dayes paye for himself & 29 troop[er]s & more for 8 troop[er]s according to [th]e warrent,103,-,-
2841,V2841,head,69v,1643-07-12,,12 [July 1643],,,
2842,V2842,open table,69v,1643-07-12,110,p[ai]d Capt[ain] Francis Ingoldesby for 14 dayes pay for himself officers & 43 troop[er]s end[ing] [th]e 14 June,137,4,0
2843,V2843,tr,69v,1643-07-12,125,p[ai]d Coll[onel] John midleton the like for his troop & 65 troop[er]s end[ing] 10 Julie,184,8,-
2844,V2844,tr,69v,1643-07-12,83,p[ai]d Capt[ain] symon Rudglie the like for the officers & 50 troop[er]s end[ing] 9 Julie,153,6,0
2845,V2845,tr,69v,1643-07-12,21,p[ai]d Captaine Anselm the like & for 88 cuirassiers end[ing] 9 Julie,270,11,-
2846,V2846,tr,69v,1643-07-12,183,p[ai]d Capt[ain] Jo[hn] Andrewes for 14 dayes pay of his troop uppon accompt,174,13,-
2847,V2847,tr,69v,1643-07-12,18,p[ai]d Capt[ain] Thomas sheffeild Capt[ain] of that troope w[hi]ch belongd to major Gunter for 14 dayes pay for [th]e officers & 80 troop[er]s end[ing] 16 Julie,209,13,-
2848,V2848,tr,69v,1643-07-12,78,p[ai]d Nicholas Bond Commissary of [th]e victuall[es] for pay of himself & officers uppon accompt,145,6,5
2849,V2849,tr,69v,1643-07-12,27,p[ai]d Capt[ain] Hale for 14 dayes pay for his troop being 55 besid[es] officers end[ing] 10 July,160,8,0
2850,V2850,tr,69v,1643-07-12,171,p[ai]d Capt[ain] Robotham [th]e like for 60 troop[er]s end[ing] 29 June,174,13,0
2851,V2851,tr,69v,1643-07-12,75,p[ai]d Coll[onel] Jo[hn] meldrom [th]e like for his troop of 60 troop[er]s end[ing] 10 Julie,172,11,-
2852,V2852,tr,69v,1643-07-12,56,p[ai]d Capt[ain] Edward Clerke the like for his officers & 27 troop[er]s uppon accompt,78,15,0
2853,V2853,tr,69v,1643-07-12,16,p[ai]d C[aptain] Evelin the like for his officers & 27 troop[er]s end[ing] 10 Julie,100,2,0
2854,V2854,tr,69v,1643-07-12,37,p[ai]d S[i]r Phillip stapleton for 14 days for the officers & ninty Cuirassiers of my lord g[e]n[era]ll[es] lieff guard end[ing] 18 July,639,11,-
2855,V2855,tr,69v,1643-07-12,44,p[ai]d Capt[ain] Richard Greenvill for 14 days for his officers & 62 troop[er]s end[ing] [th]e 7 pres[en]t,176,1,-
2856,V2856,tr,69v,1643-07-12,12,p[ai]d Coll[onel] Richard Browne for 14 days for his officers & 46 troop[er]s end[ing] 6 Julie,148,7,-
2857,V2857,tr,69v,1643-07-12,157,p[ai]d Capt[ain] Cross for 14 dayes for his officers & 84 troop[er]s end[ing] 16 present,216,13,0
2858,V2858,tr,69v,1643-07-12,128,p[ai]d Coll[onel] Dolbier for 14 dayes for his offic[er]s & 17 troop[er]s end[ing] 17 June,93,26,-
2859,V2859,close table,69v,1643-07-12,,,477823,18,8
2860,V2860,pb,70r,1643-07-12,,70r,,,
2861,V2861,table (single row),70r,1643-07-12,,Sommeth [th]e payment[es] on the other side,477823,18,8
2862,V2862,head,70r,1643-07-12,,Julie 12 1643,,,
2863,V2863,open table,70r,1643-07-12,169,p[ai]d Capt[ain] Gilbert Carr for 14 dayes for his officers & 61 troop[er]s end[ing] 10 Julie,176,8,0
2864,V2864,tr,70r,1643-07-12,130,p[ai]d major Botteler for 14 dayes pay for the officers & sold[ier]s of my lord g[enera]ll[es] Regi[men]t end[ing] 29 June,722,11,-
2865,V2865,tr,70r,1643-07-12,180,p[ai]d Capt[ain] James Innes for 14 dayes pay for his officers & 54 troop[er]s end[ing] [th]e 9 pres[ent],152,19,-
2866,V2866,tr,70r,1643-07-12,172,p[ai]d Capt[ain] Charles Pime for 14 dayes for his officers & 63 troop[er]s end[ing] [th]e 6 Julie,178,3,0
2867,V2867,tr,70r,1643-07-12,161,p[ai]d C[aptain] Thomas maynard for 14 dayes for his officers & 36 dragoon[er]s end[ing] 7 July,67,4,0
2868,V2868,tr,70r,1643-07-12,136,p[ai]d major gen[era]ll skippon for 14 dayes for [th]e officers & 657 sold[ier]s of his Regi[men]t end[ing] 29 June,639,18,0
2869,V2869,tr,70r,1643-07-12,45,p[ai]d Capt[ain] Thomas Tirrell for 14 days for his officers & 78 troop[er]s end[ing] 7 July,204,8,0
2870,V2870,tr,70r,1643-07-12,15,p[ai]d Coll[onel] Goodwine for 14 dayes for his officers & 79 troop[er]s end[ing] 19 Julie,273,10,6
2871,V2871,tr,70r,1643-07-12,7,p[ai]d [th]e lord wharton [th]e like & 82 troop[er]s end[ing] 6 Julie,209,6,0
2872,V2872,tr,70r,1643-07-12,36,p[ai]d S[i]r Robert Pye [th]e like & 68 troop[er]s,190,15,0
2873,V2873,tr,70r,1643-07-12,15,p[ai]d m[aste]r Edward Perkins Chaplain to Coll[onel] Goodwins Regi[men]t [th]e remainer of a warr[ant] of [th]e 26 maye,27,12,6
2874,V2874,tr,70r,1643-07-12,47,p[ai]d Capt[ain] oliver Cromwell for 14 dayes for his officers & 50 troop[er]s uppon acc[oun]tt,153,13,0
2875,V2875,tr,70r,1643-07-12,154,p[ai]d Coll[onel] Bulstrood for 14 dayes pay for his officers & 505 sold[ier]s of his Regim[en]t end[ing] 9 Julie,504,18,8
2876,V2876,tr,70r,1643-07-12,137,p[ai]d Coll[onel] Holborn the like for officers & 377 sold[ier]s of his Regi[men]t end[ing] 29 June,445,4,8
2877,V2877,tr,70r,1643-07-12,136,p[ai]d major G[e]n[era]ll skippon for waggon monie for his Regi[men]t,220,0,0
2878,V2878,tr,70r,1643-07-12,92,p[ai]d S[i]r samuell luke toward[es] defrayinge of Charges for scout[es],200,0,0
2879,V2879,tr,70r,1643-07-12,132,p[ai]d Coll[onel] Holmstead for 14 dayes pay for [th]e officers & 462 sold[ier]s of his Regi[men]t end[ing] 29 June,477,18,0
2880,V2880,tr,70r,1643-07-12,63,p[ai]d Capt[ain] Thomas Hammond for 14 dayes for his officers & 88 troop[er]s end[ing] 9 Julie,223,13,0
2881,V2881,tr,70r,1643-07-12,167,p[ai]d C[aptain] Richard Fines [th]e like & 58 troop[er]s end[ing] 9 present,171,3,-
2882,V2882,tr,70r,1643-07-12,122,p[ai]d Coll[onel] James Ramsey the like & for 49 troop[er]s end[ing] 16 present,153,6,0
2883,V2883,tr,70r,1643-07-12,45,p[ai]d Coll[onel] Tirrell for [th]e officers & 650 sold[ier]s of his Regim[en]t for 14 dayes end[ing] 5 Julie,590,11,4
2884,V2884,tr,70r,1643-07-12,142,p[ai]d Coll[onel] Berkley [th]e like for [th]e office[r]s & 636 sold[ier]s of his Regi[men]t from [th]e 16 June,564,4,-
2885,V2885,close table,70r,1643-07-12,,,484371,5,4
2886,V2886,pb,70v,1643-07-12,,70v,,,
2887,V2887,table (single row),70v,1643-07-12,,Sommeth [th]e payment[es] on the other side,484371,5,4
2888,V2888,head,70v,1643-07-12,,Julie 12 1643,,,
2889,V2889,open table,70v,1643-07-12,8,p[ai]d Captaine James Sheffeild for 14 days paye of his troope of 70 troop[er]s besid[es] officers end 6 Julie,194,18,-
2890,V2890,tr,70v,1643-07-12,127,p[ai]d S[i]r Edward Peyto for 14 dayes pay for his compa[ny] of Fierlock[es] end[ing] 29 June,43,1,-
2891,V2891,tr,70v,1643-07-12,188,p[ai]d Capt[ain] Hugh Phillips on of the Capt[ain]s of S[i]r henry Cholmlies Regi[men]t for 14 days pay for himself as Capt[ain],10,10,-
2892,V2892,close table,70v,1643-07-12,5,p[ai]d Thomas Shemond[es] surgeon of my lord G[e]n[era]ll[es] Reg[imen]t of horse for a whole monthes pay for himself & mates uppon acc[oun]tt,16,6,-
2893,V2893,head,70v,1643-07-13,,13 Julie [1643],,,
2894,V2894,open table,70v,1643-07-13,159,p[ai]d Capt[ain] Robert Hardy for 14 dayes pay for his officers & 86 dragoon[er]s ending 7 Julie,124,19,-
2895,V2895,tr,70v,1643-07-13,,p[ai]d Thomas Cooke markemaster to the army for 14 dayes pay for himself & 4 servant[es] uppon acc[oun]tt,21,0,0
2896,V2896,tr,70v,1643-07-13,174,p[ai]d sergeant major Baines for 16 dayes pay end[ing] 9 Julie for [th]e officers & 90 dragoon[er]s,139,9,6
2897,V2897,tr,70v,1643-07-13,187,p[ai]d Major walter Floyd for [th]e officers & 458 soldiers of S[i]r Jo[hn] meldrums Regi[men]t for 14 dayes end[ing] 29 June,429,13,8
2898,V2898,tr,70v,1643-07-13,40,p[ai]d S[i]r John merricke for 14 dayes pay as gennerall of the ordinance end[ing] 23 febr[uary],70,-,-
2899,V2899,tr,70v,1643-07-13,40,more as Coll[onel] & captaine of a of a Regi[men]t & compa[ny] of foot for 14 dayes pay to beginn [th]e 21 Janu[ary],31,10,-
2900,V2900,tr,70v,1643-07-13,65,p[ai]d S[i]r Edward dodsworth Commissary g[enera]ll of the musters of horse for 14 days pay for him & his deputies end[ing] 5 June,17,10,-
2901,V2901,tr,70v,1643-07-13,132,p[ai]d Anthony Fastaff Commissary of the draft horses for 14 dayes pay for [th]e wagoners & draft horses uppon accompt,700,0,0
2902,V2902,tr,70v,1643-07-13,122,p[ai]d Capt[ain] Bosa for 14 days pay for the officers & 54 troop[er]s end[ing] 6 Julie,164,3,-
2903,V2903,tr,70v,1643-07-13,163,p[ai]d major Boswell the like for his officers & 64 troopers end[ing] 10 Julie,181,13,0
2904,V2904,tr,70v,1643-07-13,30,p[ai]d Coll[onel] Ballard for 14 dayes pay for [th]e officers & 275 sold[ier]s of his Regi[men]t beginning [th]e 16 June,337,3,-
2905,V2905,close table,70v,1643-07-13,,exam[in]ed,486853,11,6
2906,V2906,pb,71r,1643-07-13,,71r,,,
2907,V2907,table (single row),71r,1643-07-13,,Sommeth [th]e paym[entes] on the other side,486853,11,6
2908,V2908,head,71r,1643-07-13,,13 Julie 1643,,,
2909,V2909,open table,71r,1643-07-13,188,p[ai]d leifft[enant] Coll[onel] Palleologus in part of arrears due unt[o] him uppon accompt as major & capt[ain] of Foot in Coll[onel] Thomas Essex Regi[men]t,100,0,0
2910,V2910,tr,71r,1643-07-13,119,p[ai]d major w[illia]m urrey for 14 days pay for his officers & 63 troop[er]s end[ing] 9 Julie,165,4,0
2911,V2911,tr,71r,1643-07-13,30,p[ai]d Coll[onel] Ballard in part of monie due to him uppon accompt,100,0,0
2912,V2912,tr,71r,1643-07-13,186,p[ai]d Captaine Jams Innes cap[tain] of a troope of horse wounded for 14 dayes pay uppon accompt,27,6,-
2913,V2913,tr,71r,1643-07-13,92,p[ai]d S[i]r Sam[ue]ll luke for 14 dayes pay for his officers & 81 troop[er]s end[ing] 10 July,211,8,0
2914,V2914,tr,71r,1643-07-13,122,p[ai]d S[i]r James Ramsey for allowance of 5 troop[er]s as by [th]e warr[an]t,17,10,0
2915,V2915,tr,71r,1643-07-13,46,p[ai]d S[i]r w[illia]m Constable for [th]e officers & 662 sold[ier]s of his Regi[men]t according to [th]e warr[ant],520,8,0
2916,V2916,tr,71r,1643-07-13,51,p[ai]d Coll[onel] walter Long for 14 dayes pay for [th]e officers & 80 troop[er]s end[ing] [th]e 5 July,180,5,0
2917,V2917,tr,71r,1643-07-13,49,p[ai]d [th]e lord Robert[es] for 14 dayes pay of his Regi[men]t as by [th]e warrant,469,9,-
2918,V2918,tr,71r,1643-07-13,136,p[ai]d major g[e]n[era]ll skippon for 14 dayes for his troop of 80 besid[es] officers end[ing] [th]e 16 Julie,224,7,-
2919,V2919,tr,71r,1643-07-13,140,p[ai]d Coll[onel] Langham for 14 dayes pay for his Regiment as by [th]e warr[an]t,535,8,10
2920,V2920,tr,71r,1643-07-13,149,p[ai]d C[aptain] w[illia]m Cheese & Richard Hodgson cap[tains] of pioners for 14 dayes pay for themselves & 26 menn ending [th]e 11 Julie,18,4,0
2921,V2921,tr,71r,1643-07-13,127,p[ai]d S[i]r Edward Peyt[o] for 1/2 a mo[nths] pay for [th]e traine of Artigliry uppon accompt,724,15,8
2922,V2922,tr,71r,1643-07-13,188,p[ai]d Capt[ain] w[illia]m Andrew late capt[ain] of a compa[ny] in S[i]r Henry Cholmlies Regi[men]t for 14 daies pay as capt[ain] uppon acc[oun]tt,10,10,0
2923,V2923,tr,71r,1643-07-13,189,p[ai]d Capt[ain] Fleetwood for 14 dayes pay for his officers & troope uppon acc[oun]tt,197,8,0
2924,V2924,tr,71r,1643-07-13,189,p[ai]d C[aptain] Harison for 14 dayes pay for his officers & 62 troop[er]s end[ing] 6 Julie,174,6,-
2925,V2925,tr,71r,1643-07-13,109,p[ai]d Capt[ain] Lionel Copley for 14 dayes pay for his officers & 72 troop[er]s uppon acc[oun]tt,193,18,0
2926,V2926,tr,71r,1643-07-13,154,p[ai]d leifft[enant] Abracrommy for 14 dayes pay for 100 drago[ons] of Capt[ain] dundass his troop now prisoner,127,8,0
2927,V2927,close table,71r,1643-07-13,,,490851,7,0
2928,V2928,pb,71v,1643-07-13,,71v,,,
2929,V2929,table (single row),71v,1643-07-13,,Sommeth [th]e paym[entes] on the other side,490851,7,0
2930,V2930,head,71v,1643-07-13,,Julie 13 1643,,,
2931,V2931,open table,71v,1643-07-13,[...],p[ai]d mathew Broad surgeon to [th]e traine of Artigliry toward[es] supply of his chest,15,0,0
2932,V2932,tr,71v,1643-07-13,110,p[ai]d leifft[enant] Coll[onel] Barriff for 14 dayes pay for [th]e Regi[men]t late under Command of Coll[onel] Hambden as by [th]e warr[an]t,705,3,4
2933,V2933,tr,71v,1643-07-13,15,p[ai]d major Belfour for 14 dayes pay for the officers & 56 troop[er]s endinge [th]e 16 Julie,167,13,0
2934,V2934,tr,71v,1643-07-13,33,p[ai]d S[i]r w[illia]m Balfour the like for offic[er]s & 82 troop[er]s  end[ing] 9 Julye,276,10,-
2935,V2935,tr,71v,1643-07-13,190,"p[ai]d Capt[ain] w[illia]m Butler C[aptain] John wheler C[aptain] Thomas weelin L[ieutenan]t Thomas Apleby l[ieutenan]t Humphrey Caroll Ens[ign] Fra[ncis] Carey Ens[ign] Fra[ncis] lister, Ens[ign] Henry Cony Ens[ign] mathew williams Ens[ign] James llewellen & Ens[ign] Jo[hn] Holt officers in the late Regi[men]t of S[i]r Henry Cholmlie for ther pay for 14 dayes uppon accompt",49,14,-
2936,V2936,tr,71v,1643-07-13,174,p[ai]d Capt[ain] Thomas Melve for 14 dayes pay for his officers & 60 dragoon[er]s to end the 7 Julie,97,13,-
2937,V2937,tr,71v,1643-07-13,106,p[ai]d major Blare for 14 dayes for his officers & 53 troop[er]s end[ing] 16 July,160,6,0
2938,V2938,tr,71v,1643-07-13,98,p[ai]d Captaine drap[e]r the like for his officers & 62 troop[er]s end[ing] 16 Julye,165,11,-
2939,V2939,tr,71v,1643-07-13,49,p[ai]d Capt[ain] Pudsey for 1/2 a mo[nths] pay for himself & 30 halberdiers of my lord[es] guard,45,10,-
2940,V2940,tr,71v,1643-07-13,170,p[ai]d Capt[ain] salkild for 14 dayes pay for his officers & 88 troop[er]s end[ing] [th]e 9 July,223,18,0
2941,V2941,tr,71v,1643-07-13,18,p[ai]d m[aste]r symond[es] Chaplaine to Coll[onel] midletons Regi[men]t for 14 dayes pay for himself & servant,6,0,8
2942,V2942,tr,71v,1643-07-13,15,p[ai]d m[aste]r Thurston surgeon to Coll[onel] Goodwins Regi[men]t for 14 dayes pay for himself mates & Bidet[es],8,8,0
2943,V2943,tr,71v,1643-07-13,190,p[ai]d Captain Robert Bilingslye C[aptain] of a foot compa[ny] in Coll[onel] Fra[ncis] Tomsons Regi[men]t for 14 dayes for himself officers and 100 sold[ier]s uppon accompt,67,13,4
2944,V2944,tr,71v,1643-07-13,23,p[ai]d m[aste]r Robert semple Champlaine to Coll[onel] Jo[hn] meldroms Regi[men]t for 14 dayes for him & his servant ending [th]e 10 Julie,6,1,4
2945,V2945,close table,71v,1643-07-13,,ex[amined],492846,8,8
2946,V2946,pb,72r,1643-07-13,,72r,,,
2947,V2947,table (single row),72r,1643-07-13,,Sommeth [th]e paym[entes] on the other side,492846,8,8
2948,V2948,head,72r,1643-07-13,,13 Julie [1643],,,
2949,V2949,open table,72r,1643-07-13,191,p[ai]d m[istres]s Brummage late wiffe of Capt[ain] Thomas Brumadge deceased Capt[ain] of a compa[ny] of foot in Coll[onel] Ballard[es] Regi[men]t for pay due to him ending 4 maye,16,10,0
2950,V2950,tr,72r,1643-07-13,176,p[ai]d Capt[ain] Rutherford C[aptain] david Hunter capt[ain] Abernaithy and C[aptain] Rob[er]t Hunter 4 C[aptain] reformados of foot for 14 days pay ending 16 June,42,0,0
2951,V2951,tr,72r,1643-07-13,176,p[ai]d Capt[ain] James Barkley capt[ain] reformado of horse for 14 dayes pay 27l.6.0,,,
2952,V2952,tr,72r,1643-07-13,,p[ai]d Robert more Capt[ain] of horse 27.6.0,,,
2953,V2953,tr,72r,1643-07-13,,p[ai]d Capt[ain] straham [th]e like 27.6.0,,,
2954,V2954,tr,72r,1643-07-13,,p[ai]d Capt[ain] Rob[er]t phinn C[aptain] of drag[oons] 14.0.0,,,
2955,V2955,tr,72r,1643-07-13,,p[ai]d C[aptain] John Chisam C[aptain] of foot 10.10,,,
2956,V2956,tr,72r,1643-07-13,,p[ai]d C[aptain] Georg simpson C[aptain] of foot 10.10,,,
2957,V2957,tr,72r,1643-07-13,,Capt[ain] Peeter kirkady C[aptain] of foot 10.10,,,
2958,V2958,tr,72r,1643-07-13,,Capt[ain] Jo[hn] Easten Cap[tain] of foot 10.10,,,
2959,V2959,tr,72r,1643-07-13,,Cornet James Fine Cornet of horse 9.9,147,7,-
2960,V2960,tr,72r,1643-07-13,175,p[ai]d C[aptain] Fra[ncis] midleton & C[aptain] Hercules langrish Captains of 2 compa[nies] of dragoon[er]s for ther paye for 14 dayes end[ing] 7 Julie,126,10,-
2961,V2961,tr,72r,1643-07-13,142,p[ai]d Coll[onel] Alexander Barkley reformado for 14 dayes pay as Coll[onel] uppon accompt,21,0,0
2962,V2962,tr,72r,1643-07-13,43,p[ai]d Capt[ain] Fra[ncis] Tomson as Capt[ain] of a troop of horse for 14 dayes for his officers & 60 troop[er]s in part of a warr[an]t of 174.13,100,0,0
2963,V2963,tr,72r,1643-07-13,165,p[ai]d Capt[ain] Edward Saund[er]s in part of a warr[an]t of 181.16.0 for 15 dayes paye for 65 troop[er]s ending [th]e 13 Julie,100,0,0
2964,V2964,tr,72r,1643-07-13,5,p[ai]d samuel wade provost marshall of my lord g[e]n[era]ll[es] Regi[men]t of horse for 14 dayes pay of himself & 2 menn end[ing] 11 July,7,0,0
2965,V2965,tr,72r,1643-07-13,169,p[ai]d John Pinade Cornet to Capt[ain] Carr uppon accompt,10,0,0
2966,V2966,tr,72r,1643-07-13,176,p[ai]d John Barkley a reformado Capt[ain] of Foot for 1/2 a mo[nths] pay uppon acc[oun]tt,10,10,0
2967,V2967,tr,72r,1643-07-13,50,p[ai]d Coll[onel] Henry Billinglsy asistant to [th]e serg[ean]t major g[e]n[era]ll for 1/2 a monthes pay uppon accompt,21,0,0
2968,V2968,tr,72r,1643-07-13,22,p[ai]d mons[ieu]r de Boys quarterm[aste]r g[e]n[era]ll of Foot for 1/2 a months pay uppon accompt - d[elivere]d to m[aste]r Broad [th]e 10 October [th]e warr[antes] of Julie being - 97 - R[eturne]d backe,31,10,-
2969,V2969,tr,72r,1643-07-13,,,493479,15,8
2970,V2970,tr,72r,1643-07-13,109,p[ai]d Captaine vernon deputy thre[asurer] of [th]e Army for his pay and entertainm[en]t from [th]e 28 June to [th]e 27 July 30 dayes at 6s.8 p[er] die[m],10,0,0
2971,V2971,tr,72r,1643-07-13,,more for 3 clark[es] allowed him for [th]e same time,9,-,-
2972,V2972,close table,72r,1643-07-13,,,493798,15,8
2973,V2973,head,72r,1643-07-13,,No. 17,,,
2974,V2974,pb,72v,1643-07-13,,72v,,,
2975,V2975,table (single row),72v,1643-07-13,,Sommeth [th]e paym[entes] on the other side,493498,15,8
2976,V2976,head,72v,1643-08-15,,15 August [1643],,,
2977,V2977,table (single row),72v,1643-08-15,,p[ai]d Georg Embre & walt[er] denton wounded troop[er]s at Kenton for ther arrears,33,0,0
2978,V2978,head,72v,1643-08-16,,16 [August 1643],,,
2979,V2979,open table,72v,1643-08-16,132,p[ai]d Anthony Fastaff uppon accompt of the draft horses,350,0,0
2980,V2980,tr,72v,1643-08-16,130,p[ai]d major Bottelor for 7 dayes pay for my lord g[e]n[era]ll[es] Regi[men]t,335,6,6
2981,V2981,tr,72v,1643-08-16,49,p[ai]d for 7 dayes pay for my lord Robert[es] Regi[men]t,215,10,10
2982,V2982,tr,72v,1643-08-16,170,p[ai]d Capt[ain] will[iam] salkild for 7 daies pay for his troope,108,6,6
2983,V2983,tr,72v,1643-08-16,25,p[ai]d C[aptain] Hercules langrish the like for his troop of dragoon[er]s,28,10,6
2984,V2984,tr,72v,1643-08-16,161,p[ai]d C[aptain] Thomas mainard the like,48,6,0
2985,V2985,tr,72v,1643-08-16,127,p[ai]d S[i]r Edward Peto for 7 dayes for [th]e traine of Artigliry uppon accompt,362,7,6
2986,V2986,tr,72v,1643-08-16,109,p[ai]d Comissary Coply for 7 daies pay for his troope of Harquebusiers,94,6,6
2987,V2987,tr,72v,1643-08-16,142,p[ai]d Coll[onel] Barkeley for 7 dayes pay for his Regi[men]t,231,17,4
2988,V2988,tr,72v,1643-08-16,127,p[ai]d S[i]r Edward Peto for his compa[ny] of fierlock[es] from [th]e 29 June to [th]e 6 Julie,21,10,6
2989,V2989,tr,72v,1643-08-16,137,p[ai]d Coll[onel] Holborne for 7 dayes pay for his Regi[men]t,193,9,10
2990,V2990,tr,72v,1643-08-16,36,p[ai]d C[aptain] Rob[er]t Pye for 7 dayes pay for his troope,93,12,6
2991,V2991,tr,72v,1643-08-16,33,p[ai]d S[i]r w[illia]m Balfour for 7 dayes pay for his [^troop^],134,1,-
2992,V2992,tr,72v,1643-08-16,175,p[ai]d C[aptain] Fra[ncis] midleton for 7 days for his compa[ny] of dragoon[er]s,36,4,4
2993,V2993,tr,72v,1643-08-16,45,p[ai]d Capt[ain] Terrill for 7 days pay for his troop,103,19,6
2994,V2994,tr,72v,1643-08-16,106,p[ai]d major Blare [th]e like for his troope,82,1,6
2995,V2995,tr,72v,1643-08-16,147,p[ai]d Coll[onel] Aldrich for 7 days pay for the Regi[men]t that was S[i]r Jo[hn] meldroms,212,13,8
2996,V2996,tr,72v,1643-08-16,151,p[ai]d C[aptain] withers for 7 days pay for his troop,58,16,0
2997,V2997,tr,72v,1643-08-16,46,p[ai]d C[aptain] James Grey for 7 days pay for [th]e Regi[men]t late S[i]r w[illia]m Constables,198,19,6
2998,V2998,tr,72v,1643-08-16,156,p[ai]d Major Balfour for 7 dayes for his troop,88,4,-
2999,V2999,tr,72v,1643-08-16,47,p[ai]d C[aptain] oliver Cromwell for 7 days for his troop,89,1,6
